"Step","LSTM-latent_dim=256,CrossEntropyLoss,opt=Adam,lr=0.001,dropout=0.2 - train/accuracy","LSTM-latent_dim=256,CrossEntropyLoss,opt=Adam,lr=0.001,dropout=0.2 - train/accuracy__MIN","LSTM-latent_dim=256,CrossEntropyLoss,opt=Adam,lr=0.001,dropout=0.2 - train/accuracy__MAX","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.01,dropout=0.1 - train/accuracy","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.01,dropout=0.1 - train/accuracy__MIN","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.01,dropout=0.1 - train/accuracy__MAX","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0.2 - train/accuracy","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0.2 - train/accuracy__MIN","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0.2 - train/accuracy__MAX","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0.4 - train/accuracy","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0.4 - train/accuracy__MIN","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0.4 - train/accuracy__MAX","GRU-latent_dim=256,NLLLoss,opt=Adagrad,lr=0.001,dropout=0.2 - train/accuracy","GRU-latent_dim=256,NLLLoss,opt=Adagrad,lr=0.001,dropout=0.2 - train/accuracy__MIN","GRU-latent_dim=256,NLLLoss,opt=Adagrad,lr=0.001,dropout=0.2 - train/accuracy__MAX","LSTM-latent_dim=256,NLLLoss,opt=Adagrad,lr=0.001,dropout=0 - train/accuracy","LSTM-latent_dim=256,NLLLoss,opt=Adagrad,lr=0.001,dropout=0 - train/accuracy__MIN","LSTM-latent_dim=256,NLLLoss,opt=Adagrad,lr=0.001,dropout=0 - train/accuracy__MAX","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy__MIN","GRU-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy__MAX","GRU-latent_dim=256,NLLLoss,opt=Adam,lr=0.001,dropout=0.2 - train/accuracy","GRU-latent_dim=256,NLLLoss,opt=Adam,lr=0.001,dropout=0.2 - train/accuracy__MIN","GRU-latent_dim=256,NLLLoss,opt=Adam,lr=0.001,dropout=0.2 - train/accuracy__MAX","LSTM-latent_dim=256,NLLLoss,opt=Adam,lr=0.001,dropout=0 - train/accuracy","LSTM-latent_dim=256,NLLLoss,opt=Adam,lr=0.001,dropout=0 - train/accuracy__MIN","LSTM-latent_dim=256,NLLLoss,opt=Adam,lr=0.001,dropout=0 - train/accuracy__MAX","GRU-latent_dim=256,CrossEntropyLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy","GRU-latent_dim=256,CrossEntropyLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy__MIN","GRU-latent_dim=256,CrossEntropyLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy__MAX","LSTM-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0.2 - train/accuracy","LSTM-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0.2 - train/accuracy__MIN","LSTM-latent_dim=256,NLLLoss,opt=RMSprop,lr=0.001,dropout=0.2 - train/accuracy__MAX","LSTM-latent_dim=128,NLLLoss,opt=Adagrad,lr=0.001,dropout=0.2 - train/accuracy","LSTM-latent_dim=128,NLLLoss,opt=Adagrad,lr=0.001,dropout=0.2 - train/accuracy__MIN","LSTM-latent_dim=128,NLLLoss,opt=Adagrad,lr=0.001,dropout=0.2 - train/accuracy__MAX","LSTM-latent_dim=128,NLLLoss,opt=Adam,lr=0.01,dropout=0 - train/accuracy","LSTM-latent_dim=128,NLLLoss,opt=Adam,lr=0.01,dropout=0 - train/accuracy__MIN","LSTM-latent_dim=128,NLLLoss,opt=Adam,lr=0.01,dropout=0 - train/accuracy__MAX","GRU-latent_dim=128,CrossEntropyLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy","GRU-latent_dim=128,CrossEntropyLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy__MIN","GRU-latent_dim=128,CrossEntropyLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy__MAX","GRU-latent_dim=128,NLLLoss,opt=SGD,lr=0.01,dropout=0 - train/accuracy","GRU-latent_dim=128,NLLLoss,opt=SGD,lr=0.01,dropout=0 - train/accuracy__MIN","GRU-latent_dim=128,NLLLoss,opt=SGD,lr=0.01,dropout=0 - train/accuracy__MAX","LSTM-latent_dim=128,NLLLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy","LSTM-latent_dim=128,NLLLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy__MIN","LSTM-latent_dim=128,NLLLoss,opt=RMSprop,lr=0.001,dropout=0 - train/accuracy__MAX","LSTM-latent_dim=128,NLLLoss,opt=SGD,lr=0.1,dropout=0.2 - train/accuracy","LSTM-latent_dim=128,NLLLoss,opt=SGD,lr=0.1,dropout=0.2 - train/accuracy__MIN","LSTM-latent_dim=128,NLLLoss,opt=SGD,lr=0.1,dropout=0.2 - train/accuracy__MAX","LSTM-latent_dim=128,NLLLoss,opt=SGD,lr=0.1,dropout=0 - train/accuracy","LSTM-latent_dim=128,NLLLoss,opt=SGD,lr=0.1,dropout=0 - train/accuracy__MIN","LSTM-latent_dim=128,NLLLoss,opt=SGD,lr=0.1,dropout=0 - train/accuracy__MAX"
"20","0.7015912019953618","0.7015912019953618","0.7015912019953618","","","","","","","0.6118864762693103","0.6118864762693103","0.6118864762693103","","","","0.19660767910112714","0.19660767910112714","0.19660767910112714","0.7465241727808146","0.7465241727808146","0.7465241727808146","0.7382900566363418","0.7382900566363418","0.7382900566363418","0.7930538506874666","0.7930538506874666","0.7930538506874666","0.731158459047086","0.731158459047086","0.731158459047086","0.680986231627141","0.680986231627141","0.680986231627141","","","","0.4650871473258868","0.4650871473258868","0.4650871473258868","0.5508058465131309","0.5508058465131309","0.5508058465131309","0.08168890531569437","0.08168890531569437","0.08168890531569437","0.5851118401879066","0.5851118401879066","0.5851118401879066","0.1722350051666671","0.1722350051666671","0.1722350051666671","0.2149952833807077","0.1866288302016836","0.24336173655973178"
"22","0.7205867508106327","0.7205867508106327","0.7205867508106327","","","","","","","0.6245160638119827","0.6245160638119827","0.6245160638119827","","","","0.20038121229298375","0.20038121229298375","0.20038121229298375","0.763392179189173","0.763392179189173","0.763392179189173","0.7525235106051923","0.7525235106051923","0.7525235106051923","0.8134914673970551","0.8134914673970551","0.8134914673970551","0.7477641561512649","0.7477641561512649","0.7477641561512649","0.6940889327922537","0.6940889327922537","0.6940889327922537","","","","0.4728226935981717","0.4728226935981717","0.4728226935981717","0.5621082978482181","0.5621082978482181","0.5621082978482181","0.08370883834690336","0.08370883834690336","0.08370883834690336","0.5988242080685647","0.5988242080685647","0.5988242080685647","0.17741551402665656","0.17741551402665656","0.17741551402665656","0.22362787845623056","0.19294329690374043","0.2543124600087207"
"24","0.7371046304032822","0.7371046304032822","0.7371046304032822","","","","","","","0.6357117772757049","0.6357117772757049","0.6357117772757049","","","","0.20409323548188163","0.20409323548188163","0.20409323548188163","0.7789203559739533","0.7789203559739533","0.7789203559739533","0.7648080013915954","0.7648080013915954","0.7648080013915954","0.832294458781599","0.832294458781599","0.832294458781599","0.7639018120275762","0.7639018120275762","0.7639018120275762","0.7083224206723213","0.7083224206723213","0.7083224206723213","","","","0.47903450876847986","0.47903450876847986","0.47903450876847986","0.5732820472821378","0.5732820472821378","0.5732820472821378","","","","0.6122791422290995","0.6122791422290995","0.6122791422290995","0.1819387866454449","0.1819387866454449","0.1819387866454449","0.2315519161975079","0.1991386683539093","0.2639651640411065"
"26","0.7513978460636208","0.7513978460636208","0.7513978460636208","","","","","","","0.6466334284059865","0.6466334284059865","0.6466334284059865","","","","0.2081553050361333","0.2081553050361333","0.2081553050361333","0.7925492098960064","0.7925492098960064","0.7925492098960064","0.7759844016609094","0.7759844016609094","0.7759844016609094","0.8483816679129728","0.8483816679129728","0.8483816679129728","0.7775358526793753","0.7775358526793753","0.7775358526793753","0.719564880276122","0.719564880276122","0.719564880276122","","","","0.4840356277227582","0.4840356277227582","0.4840356277227582","0.582930537096502","0.582930537096502","0.582930537096502","","","","0.6236288442841641","0.6236288442841641","0.6236288442841641","0.18652022718205544","0.18652022718205544","0.18652022718205544","0.23810726405518023","0.20448957342636306","0.27172495468399743"
"28","0.765334862596755","0.765334862596755","0.765334862596755","","","","","","","0.6574828900444576","0.6574828900444576","0.6574828900444576","","","","0.2121956807725064","0.2121956807725064","0.2121956807725064","0.8047452689252009","0.8047452689252009","0.8047452689252009","0.785968360738265","0.785968360738265","0.785968360738265","0.8626810195341829","0.8626810195341829","0.8626810195341829","0.7904811598041336","0.7904811598041336","0.7904811598041336","0.7303990330970066","0.7303990330970066","0.7303990330970066","","","","0.48940921027849416","0.48940921027849416","0.48940921027849416","0.5920260078839021","0.5920260078839021","0.5920260078839021","","","","0.6343107483122686","0.6343107483122686","0.6343107483122686","0.19049712181748857","0.19049712181748857","0.19049712181748857","0.245565856322578","0.21049132135369414","0.28064039129146184"
"30","0.7771867715400049","0.7771867715400049","0.7771867715400049","","","","","","","0.666164470529944","0.666164470529944","0.666164470529944","","","","0.21552632782865774","0.21552632782865774","0.21552632782865774","0.8153141081877683","0.8153141081877683","0.8153141081877683","0.7954996540124983","0.7954996540124983","0.7954996540124983","0.8753721966352624","0.8753721966352624","0.8753721966352624","0.8017748967280239","0.8017748967280239","0.8017748967280239","0.740321641463269","0.740321641463269","0.740321641463269","","","","0.494195724916642","0.494195724916642","0.494195724916642","0.6017441429551011","0.6017441429551011","0.6017441429551011","","","","0.6446874356002948","0.6446874356002948","0.6446874356002948","0.1943700216203114","0.1943700216203114","0.1943700216203114","0.25339891884288446","0.21648713612359527","0.2903107015621737"
"32","0.7880970408039445","0.7880970408039445","0.7880970408039445","","","","","","","0.6755436554741124","0.6755436554741124","0.6755436554741124","","","","0.2185313033572723","0.2185313033572723","0.2185313033572723","0.825393249631987","0.825393249631987","0.825393249631987","0.8036197519467173","0.8036197519467173","0.8036197519467173","0.8861458007654595","0.8861458007654595","0.8861458007654595","0.8130613198992201","0.8130613198992201","0.8130613198992201","0.749363730067359","0.749363730067359","0.749363730067359","","","","0.497684430589678","0.497684430589678","0.497684430589678","0.6095258170084188","0.6095258170084188","0.6095258170084188","","","","0.6546346327712832","0.6546346327712832","0.6546346327712832","0.19716370206811212","0.19716370206811212","0.19716370206811212","0.26020614333732056","0.22174901608746075","0.2986632705871804"
"34","0.7978407828374529","0.7978407828374529","0.7978407828374529","","","","","","","0.6836939346133839","0.6836939346133839","0.6836939346133839","","","","0.22193484578794365","0.22193484578794365","0.22193484578794365","0.8347359440020916","0.8347359440020916","0.8347359440020916","0.811308859252572","0.811308859252572","0.811308859252572","0.896374068776693","0.896374068776693","0.896374068776693","0.8213818267868749","0.8213818267868749","0.8213818267868749","0.7585048203039874","0.7585048203039874","0.7585048203039874","","","","0.5013613234864328","0.5013613234864328","0.5013613234864328","0.6176941292694812","0.6176941292694812","0.6176941292694812","","","","0.6644294448979245","0.6644294448979245","0.6644294448979245","0.20091824855602572","0.20091824855602572","0.20091824855602572","0.2680242682052054","0.22684351981923329","0.3092050165911775"
"36","0.8067307019667139","0.8067307019667139","0.8067307019667139","","","","","","","0.692506501985424","0.692506501985424","0.692506501985424","","","","0.22447265460131402","0.22447265460131402","0.22447265460131402","0.8428935476895304","0.8428935476895304","0.8428935476895304","0.818135002857903","0.818135002857903","0.818135002857903","0.9047063331930373","0.9047063331930373","0.9047063331930373","0.8309719548044332","0.8309719548044332","0.8309719548044332","0.7670979524196516","0.7670979524196516","0.7670979524196516","","","","0.5039337771875496","0.5039337771875496","0.5039337771875496","0.6246064004226187","0.6246064004226187","0.6246064004226187","","","","0.6740723084743692","0.6740723084743692","0.6740723084743692","0.20412524499528187","0.20412524499528187","0.20412524499528187","0.2757315555177699","0.23191414222983472","0.31954896880570505"
"38","0.8153847561116842","0.8153847561116842","0.8153847561116842","","","","","","","0.7000555515225595","0.7000555515225595","0.7000555515225595","","","","0.22709669595404633","0.22709669595404633","0.22709669595404633","0.8501723307985104","0.8501723307985104","0.8501723307985104","0.8236321741360855","0.8236321741360855","0.8236321741360855","0.9120784619709206","0.9120784619709206","0.9120784619709206","0.8387022931579139","0.8387022931579139","0.8387022931579139","0.7763629893353","0.7763629893353","0.7763629893353","","","","0.505903816370743","0.505903816370743","0.505903816370743","0.6320760730987786","0.6320760730987786","0.6320760730987786","","","","0.6828126682376767","0.6828126682376767","0.6828126682376767","0.20807768166463883","0.20807768166463883","0.20807768166463883","0.2824691128691331","0.23682925565586282","0.32810897008240336"
"40","0.8231142582469313","0.8231142582469313","0.8231142582469313","","","","","","","0.7061396530215929","0.7061396530215929","0.7061396530215929","","","","0.22955306564422542","0.22955306564422542","0.22955306564422542","0.8568676050593546","0.8568676050593546","0.8568676050593546","0.8293403237012472","0.8293403237012472","0.8293403237012472","0.9180369570584849","0.9180369570584849","0.9180369570584849","0.846162076372828","0.846162076372828","0.846162076372828","0.7832374599099523","0.7832374599099523","0.7832374599099523","","","","0.5095135506780514","0.5095135506780514","0.5095135506780514","0.6380293015630911","0.6380293015630911","0.6380293015630911","","","","0.6903919404430422","0.6903919404430422","0.6903919404430422","0.2120167836666463","0.2120167836666463","0.2120167836666463","0.29033632847569724","0.24213505202672558","0.33853760492466883"
"42","0.8311248849620845","0.8311248849620845","0.8311248849620845","","","","","","","0.7139101608439675","0.7139101608439675","0.7139101608439675","","","","0.23178996917597314","0.23178996917597314","0.23178996917597314","0.8632993132284202","0.8632993132284202","0.8632993132284202","0.8347497168667168","0.8347497168667168","0.8347497168667168","0.9239932728683755","0.9239932728683755","0.9239932728683755","0.8526852974434628","0.8526852974434628","0.8526852974434628","0.7914841395647478","0.7914841395647478","0.7914841395647478","","","","0.5112360590007501","0.5112360590007501","0.5112360590007501","0.6446933764506847","0.6446933764506847","0.6446933764506847","","","","0.6978658804772689","0.6978658804772689","0.6978658804772689","0.21620946195088317","0.21620946195088317","0.21620946195088317","0.2963167809705587","0.24650498276393154","0.34612857917718587"
"44","0.837913077547391","0.837913077547391","0.837913077547391","","","","","","","0.7202866725082571","0.7202866725082571","0.7202866725082571","","","","0.2338886860158217","0.2338886860158217","0.2338886860158217","0.8700624733784121","0.8700624733784121","0.8700624733784121","0.8403325515875805","0.8403325515875805","0.8403325515875805","0.9298626876314169","0.9298626876314169","0.9298626876314169","0.8587574706382892","0.8587574706382892","0.8587574706382892","0.7983201394053066","0.7983201394053066","0.7983201394053066","","","","0.5130140557818562","0.5130140557818562","0.5130140557818562","0.6509628376403856","0.6509628376403856","0.6509628376403856","","","","0.7051883313256119","0.7051883313256119","0.7051883313256119","0.21968298126499242","0.21968298126499242","0.21968298126499242","0.3027595455043195","0.25143797849914207","0.3540811125094969"
"46","0.8440940142014087","0.8440940142014087","0.8440940142014087","","","","","","","0.7254420824552573","0.7254420824552573","0.7254420824552573","","","","0.23599139482772463","0.23599139482772463","0.23599139482772463","0.8751771792640026","0.8751771792640026","0.8751771792640026","0.8440564300470669","0.8440564300470669","0.8440564300470669","0.933832625602781","0.933832625602781","0.933832625602781","0.8641013694576272","0.8641013694576272","0.8641013694576272","0.8049543584381074","0.8049543584381074","0.8049543584381074","","","","0.5168359376890721","0.5168359376890721","0.5168359376890721","0.6569046224652569","0.6569046224652569","0.6569046224652569","","","","0.7123545115109943","0.7123545115109943","0.7123545115109943","0.22375987243093937","0.22375987243093937","0.22375987243093937","0.3082728224642273","0.256158067002449","0.3603875779260057"
"48","0.8500697543767464","0.8500697543767464","0.8500697543767464","","","","","","","0.7313724017166133","0.7313724017166133","0.7313724017166133","","","","0.2383474762753424","0.2383474762753424","0.2383474762753424","0.8796375008017104","0.8796375008017104","0.8796375008017104","0.8485037720443801","0.8485037720443801","0.8485037720443801","0.9380929595909323","0.9380929595909323","0.9380929595909323","0.8702372119984435","0.8702372119984435","0.8702372119984435","0.810834285398424","0.810834285398424","0.810834285398424","","","","0.5170031158627024","0.5170031158627024","0.5170031158627024","0.6625393856720861","0.6625393856720861","0.6625393856720861","","","","0.7184017421594164","0.7184017421594164","0.7184017421594164","0.22786895604605714","0.22786895604605714","0.22786895604605714","0.31440883631996436","0.260341529814257","0.3684761428256717"
